sleep_schedule_diff,wakeup_schedule_diff,cleanliness_diff,study_hours_diff,noise_tolerance_diff,room_temperature_diff,social_energy_diff,spending_habit_diff,guest_frequency_diff,gaming_time_diff,food_preference_similarity,music_preference_similarity,study_style_similarity,communication_style_similarity,organization_similarity,workout_routine_similarity,hobby_similarity,academic_goal_similarity,room_usage_similarity,weekend_activity_similarity,gamer_vs_light_sleeper,extrovert_vs_introvert_conflict,messy_vs_clean_conflict,nightowl_vs_earlybird_conflict,loud_music_vs_noise_sensitive,guest_heavy_vs_private_person,high_spender_vs_budget_person,group_study_vs_solo_study,fitness_focused_vs_irregular,emotional_expressive_vs_reserved,compatibility_score,compatibility_label
0.42,0.75,0.26,0.16,0.80,0.22,0.68,0.08,0.71,0.08,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,54.38,3
0.42,0.66,0.30,0.31,0.21,0.12,0.38,0.17,0.69,0.24,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,51.73,3
0.32,0.52,0.25,0.41,0.04,0.22,0.55,0.36,0.60,0.37,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,41.68,3
0.04,0.36,0.47,0.11,0.27,0.62,0.80,0.38,0.57,0.39,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,49.37,3
0.42,0.38,0.67,0.44,0.58,0.12,0.50,0.39,0.16,0.36,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,36.45,2
0.19,0.66,0.18,0.38,0.39,0.12,0.68,0.22,0.27,0.16,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,59.61,3
0.40,0.47,0.54,0.75,0.16,0.51,0.72,0.10,0.30,0.17,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,76.43,4
0.87,0.81,0.69,0.82,0.60,0.31,0.73,0.55,0.42,0.35,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,2.59,1
0.35,0.47,0.32,0.51,0.36,0.12,0.53,0.30,0.23,0.15,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,56.89,3
0.46,0.23,0.29,0.45,0.59,0.12,0.52,0.71,0.31,0.03,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,37.87,2
0.25,0.42,0.80,0.12,0.71,0.06,0.65,0.32,0.33,0.44,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,25.85,2
0.58,0.17,0.84,0.48,0.44,0.43,0.59,0.47,0.28,0.09,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,64.00,4
0.22,0.78,0.21,0.49,0.47,0.17,0.68,0.25,0.09,0.15,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,35.08,2
0.28,0.59,0.37,0.31,0.44,0.34,0.23,0.76,0.30,0.28,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,76.62,4
0.45,0.31,0.63,0.10,0.63,0.18,0.43,0.69,0.29,0.39,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0.00,1
0.66,0.26,0.63,0.58,0.43,0.07,0.50,0.26,0.72,0.47,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,24.04,2
0.37,0.40,0.64,0.34,0.93,0.52,0.41,0.87,0.31,0.41,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,8.53,1
0.45,0.65,0.77,0.08,0.25,0.39,0.67,0.21,0.50,0.13,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,60.17,4
0.88,0.34,0.58,0.07,0.49,0.26,0.10,0.59,0.49,0.30,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,16.47,1
0.36,0.23,0.28,0.43,0.31,0.56,0.96,0.27,0.37,0.01,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,66.66,4
0.26,0.59,0.63,0.28,0.31,0.23,0.65,0.18,0.25,0.04,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,68.83,4
0.50,0.39,0.18,0.29,0.73,0.11,0.83,0.74,0.09,0.42,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,67.63,4
0.53,0.70,0.57,0.28,0.82,0.08,0.32,0.27,0.52,0.04,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,44.51,3
0.44,0.86,0.45,0.19,0.52,0.37,0.63,0.51,0.32,0.45,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,34.13,2
0.46,0.38,0.41,0.40,0.76,0.29,0.38,0.59,0.18,0.24,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,35.00,2
0.34,0.22,0.77,0.41,0.38,0.15,0.19,0.13,0.25,0.19,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,11.99,1
0.20,0.87,0.73,0.47,0.88,0.09,0.17,0.44,0.20,0.38,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,45.71,3
0.12,0.79,0.17,0.33,0.80,0.70,0.57,0.23,0.41,0.31,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,1,20.35,2
0.61,0.53,0.48,0.11,0.42,0.43,0.84,0.13,0.41,0.42,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,54.02,3
0.17,0.25,0.69,0.30,0.70,0.04,0.73,0.63,0.19,0.07,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,67.32,4
0.17,0.62,0.82,0.29,0.16,0.60,0.48,0.25,0.45,0.29,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0.00,1
0.85,0.11,0.50,0.10,0.35,0.19,0.60,0.71,0.62,0.08,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,51.88,3
0.11,0.34,0.68,0.28,0.55,0.08,0.35,0.62,0.72,0.17,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,54.24,3
0.23,0.58,0.17,0.39,0.08,0.16,0.70,0.28,0.21,0.03,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,75.36,4
0.47,0.71,0.86,0.25,0.54,0.36,0.50,0.85,0.77,0.25,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,10.93,1
0.47,0.36,0.35,0.18,0.48,0.30,0.36,0.18,0.59,0.04,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,27.59,2
0.66,0.42,0.58,0.24,0.24,0.57,0.54,0.31,0.33,0.29,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,15.04,1
0.43,0.23,0.19,0.28,0.29,0.40,0.20,0.81,0.84,0.09,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,55.06,3
0.49,0.70,0.61,0.26,0.33,0.40,0.14,0.38,0.35,0.05,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,59.80,3
0.83,0.56,0.23,0.06,0.40,0.10,0.36,0.15,0.28,0.25,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,62.84,4
0.22,0.43,0.68,0.40,0.12,0.03,0.34,0.26,0.44,0.30,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,73.87,4
0.32,0.67,0.41,0.48,0.74,0.68,0.58,0.43,0.38,0.25,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,12.00,1
0.30,0.61,0.87,0.09,0.60,0.36,0.54,0.49,0.37,0.26,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,14.65,1
0.79,0.47,0.22,0.66,0.48,0.23,0.16,0.48,0.44,0.33,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,84.92,5
0.56,0.62,0.80,0.73,0.50,0.44,0.85,0.26,0.29,0.19,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,51.86,3
0.55,0.66,0.60,0.23,0.50,0.34,0.29,0.18,0.19,0.34,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,71.38,4
0.41,0.26,0.77,0.33,0.77,0.04,0.52,0.35,0.41,0.25,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,21.23,2
0.60,0.26,0.81,0.10,0.47,0.00,0.28,0.36,0.15,0.35,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,32.05,2
0.33,0.39,0.37,0.35,0.47,0.38,0.59,0.25,0.46,0.25,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,54.73,3
0.70,0.19,0.24,0.14,0.51,0.47,0.08,0.35,0.36,0.37,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,91.72,5
0.64,0.26,0.68,0.27,0.62,0.51,0.57,0.86,0.60,0.30,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,48.09,3
0.70,0.36,0.29,0.43,0.77,0.45,0.45,0.20,0.34,0.34,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,62.57,4
0.52,0.42,0.52,0.15,0.38,0.33,0.50,0.59,0.45,0.52,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,48.70,3
0.18,0.22,0.35,0.45,0.72,0.25,0.38,0.49,0.23,0.27,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,90.58,5
0.58,0.27,0.16,0.38,0.70,0.05,0.22,0.63,0.40,0.40,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,59.52,3
0.36,0.38,0.78,0.76,0.89,0.29,0.51,0.10,0.12,0.33,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,44.79,3
0.70,0.60,0.78,0.38,0.49,0.25,0.09,0.30,0.45,0.21,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,34.52,2
0.63,0.23,0.47,0.06,0.84,0.60,0.76,0.41,0.55,0.20,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0.00,1
0.62,0.42,0.22,0.17,0.41,0.04,0.51,0.29,0.33,0.12,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,39.16,2
0.82,0.47,0.57,0.17,0.37,0.04,0.13,0.45,0.42,0.20,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,57.88,3
0.07,0.48,0.78,0.27,0.36,0.13,0.23,0.27,0.19,0.42,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,56.09,3
0.31,0.30,0.43,0.19,0.39,0.27,0.56,0.59,0.52,0.26,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,56.26,3
0.52,0.54,0.66,0.69,0.20,0.31,0.17,0.39,0.61,0.47,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,78.89,4
0.65,0.53,0.78,0.50,0.34,0.19,0.56,0.43,0.33,0.44,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0.00,1
0.50,0.49,0.53,0.20,0.60,0.28,0.34,0.51,0.51,0.54,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,57.17,3
0.42,0.46,0.82,0.24,0.43,0.37,0.58,0.64,0.35,0.17,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28.89,2
0.63,0.37,0.53,0.44,0.21,0.15,0.13,0.11,0.26,0.61,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,90.51,5
0.23,0.75,0.31,0.27,0.67,0.31,0.67,0.24,0.47,0.30,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,28.19,2
0.36,0.43,0.54,0.10,0.92,0.57,0.49,0.57,0.20,0.13,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,60.78,4
0.37,0.47,0.93,0.68,0.54,0.42,0.33,0.10,0.27,0.22,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,30.41,2
0.38,0.45,0.62,0.20,0.39,0.50,0.66,0.49,0.59,0.26,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0.00,1
0.21,0.42,0.74,0.70,0.32,0.22,0.10,0.38,0.67,0.80,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,76.03,4
0.41,0.39,0.62,0.36,0.60,0.05,0.54,0.44,0.39,0.33,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,57.46,3
0.57,0.11,0.26,0.37,0.74,0.40,0.14,0.26,0.50,0.48,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,13.11,1
0.33,0.42,0.78,0.26,0.54,0.28,0.35,0.59,0.20,0.48,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,57.86,3
0.59,0.60,0.46,0.29,0.31,0.15,0.44,0.31,0.66,0.37,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,70.15,4
0.36,0.20,0.39,0.08,0.46,0.09,0.53,0.40,0.43,0.28,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,34.69,2
0.22,0.81,0.69,0.23,0.55,0.39,0.41,0.56,0.09,0.47,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,20.32,2
0.48,0.49,0.29,0.34,0.37,0.29,0.84,0.12,0.74,0.41,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,37.00,2
0.34,0.26,0.32,0.07,0.30,0.14,0.29,0.52,0.52,0.51,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,76.27,4
0.70,0.21,0.40,0.48,0.43,0.15,0.45,0.39,0.25,0.31,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,32.12,2
0.79,0.52,0.78,0.62,0.38,0.26,0.74,0.20,0.56,0.08,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,10.67,1
0.27,0.80,0.50,0.06,0.16,0.18,0.66,0.45,0.41,0.11,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,28.35,2
0.76,0.47,0.38,0.56,0.41,0.08,0.32,0.15,0.79,0.09,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,66.19,4
0.48,0.37,0.18,0.62,0.40,0.06,0.33,0.08,0.17,0.03,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,47.98,3
0.65,0.54,0.43,0.50,0.21,0.09,0.26,0.33,0.50,0.09,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,59.34,3
0.52,0.53,0.14,0.14,0.70,0.54,0.75,0.30,0.60,0.39,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,19.14,1
0.04,0.51,0.69,0.32,0.34,0.31,0.34,0.40,0.74,0.27,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,55.28,3
0.22,0.85,0.29,0.62,0.47,0.33,0.47,0.46,0.34,0.51,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,88.90,5
0.71,0.42,0.44,0.30,0.33,0.25,0.29,0.27,0.25,0.49,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,40.83,3
0.29,0.22,0.58,0.28,0.56,0.18,0.43,0.36,0.31,0.14,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,16.67,1
0.48,0.46,0.21,0.14,0.34,0.46,0.53,0.16,0.12,0.30,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,96.29,5
0.03,0.60,0.42,0.86,0.91,0.11,0.50,0.29,0.64,0.21,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,31.10,2
0.49,0.40,0.49,0.31,0.29,0.19,0.74,0.13,0.11,0.25,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,72.40,4
0.47,0.60,0.79,0.44,0.55,0.05,0.61,0.35,0.59,0.16,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,24.68,2
0.43,0.75,0.31,0.35,0.37,0.12,0.62,0.07,0.05,0.18,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,29.38,2
0.40,0.52,0.44,0.54,0.46,0.31,0.22,0.33,0.25,0.44,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,49.62,3
0.44,0.27,0.32,0.24,0.18,0.12,0.91,0.25,0.61,0.15,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,49.58,3
0.45,0.48,0.15,0.57,0.46,0.07,0.62,0.19,0.54,0.29,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0.00,1
0.71,0.77,0.30,0.67,0.84,0.07,0.43,0.24,0.28,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,31.55,2
0.17,0.33,0.39,0.07,0.31,0.10,0.58,0.64,0.07,0.20,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,0,60.87,4
0.37,0.43,0.70,0.38,0.80,0.36,0.64,0.15,0.18,0.52,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,4.75,1
0.05,0.44,0.67,0.08,0.51,0.29,0.67,0.77,0.64,0.22,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,18.81,1
0.15,0.33,0.86,0.63,0.75,0.16,0.61,0.16,0.69,0.21,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,9.49,1
0.13,0.11,0.84,0.49,0.23,0.30,0.20,0.49,0.08,0.40,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,36.37,2
0.12,0.27,0.64,0.11,0.83,0.40,0.59,0.35,0.19,0.27,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,61.00,4
0.20,0.81,0.79,0.40,0.60,0.23,0.64,0.48,0.63,0.45,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,34.58,2
0.27,0.36,0.72,0.38,0.53,0.43,0.30,0.34,0.27,0.28,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,52.93,3
0.14,0.27,0.69,0.15,0.62,0.53,0.41,0.13,0.27,0.58,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,64.59,4
0.31,0.71,0.29,0.22,0.86,0.15,0.47,0.45,0.17,0.33,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,80.04,5
0.23,0.71,0.61,0.27,0.79,0.18,0.49,0.65,0.15,0.69,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,15.31,1
0.30,0.47,0.10,0.30,0.65,0.10,0.51,0.48,0.12,0.48,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,34.01,2
0.56,0.25,0.34,0.56,0.28,0.25,0.29,0.42,0.28,0.45,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,10.91,1
0.52,0.29,0.57,0.68,0.68,0.00,0.34,0.42,0.50,0.12,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,24.76,2
0.30,0.57,0.40,0.31,0.72,0.38,0.14,0.29,0.16,0.38,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,67.78,4
0.28,0.49,0.47,0.23,0.46,0.12,0.70,0.58,0.04,0.24,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,63.39,4
0.69,0.62,0.19,0.38,0.83,0.25,0.30,0.37,0.15,0.13,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,61.13,4
0.27,0.55,0.31,0.09,0.63,0.18,0.43,0.05,0.24,0.10,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,70.56,4
0.26,0.54,0.95,0.20,0.67,0.13,0.86,0.38,0.41,0.34,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,52.41,3
0.47,0.42,0.31,0.21,0.88,0.07,0.35,0.46,0.40,0.04,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,25.42,2
0.28,0.06,0.54,0.07,0.63,0.25,0.87,0.72,0.55,0.03,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,60.76,4
0.41,0.26,0.21,0.35,0.82,0.26,0.39,0.23,0.19,0.24,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,26.69,2
0.08,0.23,0.17,0.34,0.51,0.10,0.54,0.57,0.24,0.28,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,79.62,4
0.45,0.77,0.69,0.52,0.37,0.02,0.40,0.20,0.07,0.49,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,77.52,4
0.31,0.43,0.46,0.27,0.43,0.36,0.46,0.40,0.31,0.43,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,85.73,5
0.36,0.88,0.59,0.36,0.65,0.23,0.09,0.28,0.17,0.07,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,68.85,4
0.68,0.32,0.28,0.47,0.35,0.50,0.52,0.03,0.32,0.08,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,89.16,5
0.67,0.27,0.85,0.61,0.14,0.11,0.52,0.46,0.19,0.47,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,71.55,4
0.48,0.41,0.44,0.75,0.27,0.07,0.24,0.38,0.06,0.38,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,40.83,3
0.49,0.09,0.54,0.05,0.24,0.06,0.39,0.50,0.21,0.53,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,50.73,3
0.69,0.71,0.29,0.34,0.80,0.22,0.62,0.62,0.28,0.29,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0.00,1
0.46,0.54,0.75,0.20,0.54,0.41,0.39,0.47,0.28,0.47,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,33.60,2
0.53,0.33,0.28,0.17,0.56,0.46,0.56,0.36,0.30,0.03,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,25.68,2
0.59,0.57,0.84,0.74,0.42,0.08,0.08,0.04,0.55,0.56,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0.00,1
0.28,0.08,0.24,0.08,0.28,0.09,0.57,0.50,0.55,0.47,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,47.55,3
0.73,0.44,0.25,0.41,0.46,0.46,0.46,0.36,0.54,0.47,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,41.23,3
0.20,0.65,0.60,0.30,0.14,0.48,0.52,0.14,0.66,0.32,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,33.74,2
0.34,0.62,0.86,0.19,0.63,0.20,0.19,0.61,0.76,0.44,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,17.40,1
0.54,0.40,0.41,0.27,0.18,0.17,0.47,0.25,0.13,0.42,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,96.86,5
0.11,0.28,0.65,0.24,0.16,0.56,0.10,0.70,0.08,0.65,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,85.86,5
0.89,0.49,0.70,0.45,0.73,0.16,0.42,0.74,0.23,0.20,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,24.27,2
0.59,0.11,0.63,0.13,0.60,0.53,0.77,0.24,0.44,0.34,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0.48,1
0.42,0.33,0.74,0.17,0.68,0.07,0.76,0.56,0.29,0.08,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,22.71,2
0.37,0.23,0.76,0.34,0.42,0.08,0.26,0.14,0.30,0.21,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,58.55,3
0.24,0.23,0.59,0.61,0.61,0.05,0.42,0.03,0.82,0.42,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,93.43,5
0.19,0.46,0.53,0.17,0.28,0.25,0.58,0.51,0.53,0.16,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,50.44,3
0.49,0.68,0.39,0.10,0.63,0.18,0.05,0.35,0.84,0.08,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,67.39,4
0.56,0.07,0.33,0.16,0.37,0.11,0.48,0.59,0.16,0.28,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,70.07,4
0.20,0.37,0.76,0.19,0.57,0.03,0.34,0.40,0.13,0.16,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,36.92,2
0.49,0.08,0.68,0.43,0.34,0.29,0.55,0.33,0.40,0.40,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,58.24,3
0.38,0.64,0.44,0.30,0.42,0.38,0.17,0.70,0.44,0.38,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,47.58,3
0.51,0.22,0.33,0.44,0.65,0.42,0.74,0.28,0.41,0.08,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,29.17,2
0.16,0.55,0.21,0.39,0.23,0.09,0.30,0.13,0.44,0.39,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,74.00,4
0.29,0.30,0.70,0.29,0.44,0.30,0.32,0.52,0.56,0.56,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,66.82,4
0.39,0.54,0.17,0.44,0.13,0.36,0.60,0.48,0.23,0.58,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0.00,1
0.82,0.32,0.64,0.14,0.16,0.12,0.21,0.36,0.14,0.37,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,78.47,4
0.72,0.39,0.75,0.15,0.85,0.32,0.80,0.33,0.49,0.20,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0.00,1
0.52,0.78,0.38,0.38,0.68,0.74,0.48,0.21,0.49,0.26,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,36.61,2
